Salário,Idade,Formação,Sexo,Raça
10023.99,30,Pós-Graduação,Feminino,Branco
10402.01,34,Pós-Graduação,Masculino,Branco
7782.28,31,Pós-Graduação,Feminino,Branco
7036.63,46,Mestrado,Masculino,Pardo
6235.01,55,Graduação,Feminino,Negro
13709.88,40,Doutorado,Feminino,Negro
11025.57,43,Mestrado,Masculino,Branco
10454.72,23,Pós-Graduação,Masculino,Pardo
6045.42,41,Graduação,Feminino,Branco
2562.92,61,Ensino Fundamental,Feminino,Negro
11752.41,56,Pós-Graduação,Masculino,Branco
9819.15,26,Mestrado,Masculino,Branco
4768.8,34,Graduação,Masculino,Pardo
4936.37,70,Ensino Médio,Masculino,Branco
6969.88,45,Pós-Graduação,Feminino,Pardo
5205.37,58,Graduação,Feminino,Negro
12561.36,59,Doutorado,Masculino,Branco
2899.68,26,Ensino Médio,Masculino,Negro
5173.28,48,Graduação,Feminino,Branco
9727.84,42,Mestrado,Masculino,Branco
5631.23,60,Graduação,Masculino,Negro
8937.8,63,Pós-Graduação,Feminino,Pardo
4897.99,30,Graduação,Feminino,Branco
4182.64,70,Ensino Médio,Masculino,Branco
5614.06,42,Graduação,Masculino,Negro
10974.79,47,Mestrado,Masculino,Branco
5831.54,18,Graduação,Feminino,Branco
5351.02,52,Graduação,Masculino,Pardo
7243.49,18,Pós-Graduação,Feminino,Negro
6225.92,38,Pós-Graduação,Feminino,Branco
12061.98,33,Pós-Graduação,Feminino,Branco
4203.76,45,Ensino Médio,Masculino,Pardo
6436.4,42,Graduação,Masculino,Branco
6471.06,47,Mestrado,Feminino,Negro
6603.89,54,Graduação,Masculino,Branco
8933.8,27,Graduação,Masculino,Branco
2145.12,37,Ensino Médio,Feminino,Negro
8150.29,29,Pós-Graduação,Feminino,Branco
7190.74,28,Graduação,Feminino,Negro
7236.97,63,Graduação,Masculino,Branco
1463.38,24,Ensino Médio,Feminino,Negro
2438.74,30,Ensino Médio,Feminino,Branco
16881.27,66,Mestrado,Masculino,Branco
6159.55,38,Graduação,Feminino,Branco
5956.71,39,Graduação,Feminino,Negro
3499.02,44,Graduação,Masculino,Pardo
5903.46,25,Pós-Graduação,Feminino,Branco
2226.68,28,Ensino Médio,Masculino,Indígena
9436.88,32,Pós-Graduação,Feminino,Branco
5593.53,52,Graduação,Feminino,Indígena
5092.61,48,Graduação,Feminino,Pardo
11319.46,32,Mestrado,Masculino,Branco
2565.46,38,Ensino Médio,Masculino,Negro
9796.35,49,Pós-Graduação,Feminino,Branco
9621.25,18,Doutorado,Feminino,Negro
9907.75,43,Doutorado,Feminino,Branco
8508.16,49,Pós-Graduação,Masculino,Pardo
3392.76,28,Ensino Médio,Masculino,Negro
15022.43,47,Mestrado,Feminino,Branco
5727.68,40,Graduação,Feminino,Branco
6074.67,61,Graduação,Feminino,Pardo
5529.92,33,Graduação,Masculino,Pardo
4925.9,47,Ensino Médio,Masculino,Branco
2858.85,22,Graduação,Masculino,Negro
13730.03,40,Mestrado,Masculino,Branco
3262.01,49,Ensino Médio,Masculino,Negro
5157.17,33,Graduação,Feminino,Branco
7305.39,53,Pós-Graduação,Masculino,Branco
4321.88,51,Ensino Médio,Masculino,Negro
9009.61,41,Pós-Graduação,Feminino,Branco
16369.48,36,Mestrado,Masculino,Pardo
2863.97,18,Ensino Médio,Masculino,Branco
2244.53,32,Ensino Médio,Feminino,Branco
10303.37,53,Pós-Graduação,Masculino,Branco
3834.48,36,Graduação,Feminino,Branco
3062.35,45,Graduação,Feminino,Indígena
5747.68,34,Graduação,Masculino,Branco
7001.09,22,Pós-Graduação,Masculino,Pardo
3491.41,48,Ensino Médio,Masculino,Negro
7834.2,25,Pós-Graduação,Masculino,Pardo
2501.84,36,Ensino Médio,Masculino,Branco
3799.61,44,Pós-Graduação,Feminino,Branco
16549.87,31,Doutorado,Masculino,Negro
12765.53,58,Mestrado,Masculino,Negro
9334.71,63,Doutorado,Masculino,Indígena
3173.24,30,Ensino Médio,Masculino,Branco
13142.01,30,Doutorado,Feminino,Branco
3766.17,34,Ensino Médio,Masculino,Branco
2631.63,53,Ensino Fundamental,Masculino,Negro
1689.68,45,Ensino Médio,Feminino,Asiático
2323.69,49,Ensino Fundamental,Masculino,Branco
3487.22,55,Ensino Fundamental,Masculino,Pardo
4186.34,29,Graduação,Feminino,Indígena
2971.28,46,Ensino Fundamental,Feminino,Branco
2648.93,40,Ensino Médio,Feminino,Branco
6170.56,45,Graduação,Feminino,Branco
4828.44,53,Ensino Médio,Masculino,Negro
15098.93,38,Doutorado,Feminino,Pardo
6784.55,31,Graduação,Masculino,Branco
1946.34,27,Ensino Fundamental,Masculino,Branco
7020.36,61,Graduação,Feminino,Branco
4144.7,39,Ensino Médio,Masculino,Branco
8385.24,23,Mestrado,Feminino,Negro
6283.01,56,Graduação,Masculino,Negro
3380.15,19,Ensino Médio,Masculino,Pardo
5700.79,21,Graduação,Masculino,Negro
5423.5,36,Graduação,Feminino,Branco
8532.76,33,Pós-Graduação,Masculino,Negro
11547.56,43,Doutorado,Feminino,Negro
4903.61,18,Graduação,Feminino,Branco
5276.4,43,Ensino Médio,Masculino,Branco
10308.09,55,Pós-Graduação,Feminino,Branco
3579.14,28,Graduação,Masculino,Branco
9174.76,35,Pós-Graduação,Masculino,Branco
1951.7,30,Ensino Médio,Feminino,Negro
10901.8,43,Doutorado,Masculino,Indígena
4398.78,27,Graduação,Feminino,Branco
9520.83,25,Pós-Graduação,Masculino,Branco
2857.31,38,Ensino Médio,Masculino,Negro
5034.86,44,Ensino Médio,Masculino,Branco
5479.06,41,Graduação,Feminino,Branco
3446.54,34,Ensino Médio,Masculino,Negro
3124.48,48,Ensino Médio,Feminino,Branco
3223.67,42,Ensino Médio,Feminino,Branco
2638.91,25,Ensino Médio,Masculino,Branco
2349.69,18,Ensino Médio,Masculino,Pardo
2934.06,46,Ensino Médio,Feminino,Branco
5013.33,36,Graduação,Masculino,Negro
7513.44,26,Pós-Graduação,Masculino,Pardo
9501.71,59,Mestrado,Masculino,Pardo
10376.12,59,Mestrado,Feminino,Branco
8019.13,55,Graduação,Feminino,Branco
7464.62,42,Pós-Graduação,Feminino,Branco
6421.55,18,Pós-Graduação,Masculino,Negro
12761.17,54,Mestrado,Masculino,Branco
6098.49,28,Graduação,Feminino,Pardo
3281.15,33,Ensino Médio,Feminino,Asiático
5252.56,50,Pós-Graduação,Feminino,Indígena
4874.25,64,Ensino Médio,Masculino,Pardo
6231.71,58,Graduação,Masculino,Negro
8775.86,42,Pós-Graduação,Masculino,Branco
8316.3,48,Mestrado,Feminino,Indígena
3553.24,26,Ensino Médio,Masculino,Branco
2817.77,20,Ensino Médio,Masculino,Branco
6199.27,52,Graduação,Feminino,Branco
6847.54,43,Graduação,Feminino,Negro
4747.08,22,Graduação,Feminino,Branco
7711.99,39,Pós-Graduação,Feminino,Branco
8032.0,47,Graduação,Masculino,Indígena
3203.08,50,Ensino Médio,Feminino,Indígena
5916.15,47,Mestrado,Feminino,Negro
3402.09,35,Ensino Médio,Feminino,Pardo
11520.11,29,Doutorado,Feminino,Negro
10730.57,41,Pós-Graduação,Feminino,Negro
5767.5,49,Graduação,Masculino,Negro
6180.41,50,Graduação,Feminino,Pardo
3510.26,58,Ensino Médio,Masculino,Negro
8123.83,40,Pós-Graduação,Feminino,Branco
7005.11,26,Graduação,Masculino,Branco
3228.97,53,Ensino Médio,Feminino,Pardo
9056.63,40,Pós-Graduação,Masculino,Pardo
5072.27,24,Pós-Graduação,Masculino,Branco
6767.7,47,Graduação,Masculino,Pardo
3223.27,56,Ensino Médio,Feminino,Negro
8005.91,44,Graduação,Masculino,Pardo
3286.52,57,Ensino Médio,Masculino,Negro
5078.16,34,Graduação,Feminino,Branco
3170.12,31,Graduação,Masculino,Branco
5820.78,50,Graduação,Masculino,Indígena
4615.48,35,Graduação,Feminino,Branco
6327.75,54,Graduação,Feminino,Branco
4188.0,42,Graduação,Feminino,Pardo
2171.32,54,Ensino Médio,Masculino,Negro
4044.79,47,Ensino Médio,Feminino,Negro
5607.82,29,Graduação,Feminino,Branco
1303.67,18,Ensino Médio,Masculino,Negro
2626.86,49,Ensino Fundamental,Masculino,Branco
9893.26,46,Pós-Graduação,Masculino,Branco
1343.8,27,Ensino Médio,Feminino,Branco
6680.65,49,Graduação,Masculino,Negro
7848.19,56,Graduação,Masculino,Pardo
2021.65,31,Ensino Médio,Feminino,Branco
5652.49,18,Graduação,Feminino,Negro
6821.4,51,Graduação,Feminino,Negro
4451.03,55,Ensino Médio,Masculino,Branco
6528.39,31,Pós-Graduação,Masculino,Branco
11360.62,49,Mestrado,Masculino,Branco
7022.48,43,Graduação,Feminino,Pardo
3670.7,38,Ensino Médio,Feminino,Branco
2731.2,46,Ensino Fundamental,Masculino,Branco
2525.28,33,Ensino Médio,Feminino,Branco
14999.86,26,Doutorado,Feminino,Pardo
7294.65,44,Graduação,Feminino,Branco
4313.58,43,Graduação,Feminino,Negro
3619.64,18,Graduação,Feminino,Branco
6205.06,25,Graduação,Masculino,Pardo
1362.14,31,Ensino Médio,Feminino,Negro
8919.17,46,Graduação,Masculino,Negro
11803.29,21,Mestrado,Feminino,Branco
7896.88,36,Graduação,Feminino,Negro
5952.76,63,Graduação,Feminino,Negro
8248.47,40,Pós-Graduação,Feminino,Negro
8383.4,41,Pós-Graduação,Feminino,Branco
5211.06,39,Graduação,Feminino,Pardo
2301.19,51,Ensino Fundamental,Feminino,Negro
5294.54,40,Graduação,Feminino,Negro
4589.5,37,Graduação,Feminino,Negro
3191.52,41,Ensino Médio,Masculino,Negro
8414.6,55,Mestrado,Masculino,Negro
6038.73,44,Graduação,Masculino,Negro
3340.02,40,Ensino Médio,Feminino,Branco
6787.81,54,Graduação,Masculino,Branco
3822.84,33,Graduação,Feminino,Branco
3942.98,18,Graduação,Masculino,Branco
7027.82,45,Graduação,Feminino,Branco
7379.34,45,Graduação,Masculino,Branco
6293.83,32,Graduação,Masculino,Pardo
3846.13,36,Ensino Médio,Masculino,Branco
4981.34,55,Ensino Médio,Masculino,Pardo
4452.52,45,Graduação,Feminino,Branco
7119.75,57,Graduação,Masculino,Branco
6661.41,43,Graduação,Feminino,Branco
4869.99,38,Pós-Graduação,Feminino,Negro
8301.29,48,Graduação,Feminino,Pardo
8699.69,44,Mestrado,Masculino,Pardo
11824.57,45,Pós-Graduação,Masculino,Branco
2074.74,37,Ensino Médio,Feminino,Negro
7095.04,33,Graduação,Masculino,Branco
1607.56,33,Ensino Fundamental,Feminino,Pardo
7426.26,46,Graduação,Feminino,Branco
15845.44,47,Mestrado,Feminino,Branco
2571.17,18,Ensino Médio,Feminino,Branco
2040.04,31,Ensino Fundamental,Masculino,Branco
7079.34,20,Graduação,Masculino,Branco
3516.14,34,Ensino Médio,Masculino,Branco
3632.43,32,Graduação,Feminino,Negro
4498.87,41,Graduação,Feminino,Indígena
2658.49,42,Ensino Médio,Feminino,Negro
7601.13,65,Graduação,Masculino,Branco
3278.75,44,Ensino Médio,Feminino,Branco
7964.96,47,Pós-Graduação,Feminino,Indígena
2008.58,22,Ensino Fundamental,Masculino,Branco
6357.66,35,Graduação,Feminino,Branco
6331.83,27,Graduação,Masculino,Branco
6922.27,47,Graduação,Feminino,Pardo
3396.69,40,Ensino Médio,Feminino,Asiático
8033.41,35,Graduação,Feminino,Branco
4483.74,51,Graduação,Feminino,Branco
6681.74,36,Pós-Graduação,Feminino,Negro
6191.45,56,Graduação,Masculino,Pardo
4006.65,55,Ensino Médio,Feminino,Pardo
6500.65,32,Graduação,Masculino,Branco
8058.29,53,Pós-Graduação,Masculino,Branco
3586.77,41,Ensino Médio,Masculino,Pardo
2326.01,35,Ensino Médio,Feminino,Negro
4437.35,44,Graduação,Feminino,Branco
6691.69,20,Graduação,Masculino,Branco
3046.45,33,Ensino Médio,Feminino,Indígena
8987.79,45,Pós-Graduação,Masculino,Branco
6859.92,36,Graduação,Masculino,Branco
13711.02,52,Mestrado,Feminino,Asiático
3937.97,35,Graduação,Masculino,Asiático
4064.11,41,Ensino Médio,Feminino,Asiático
7458.07,38,Graduação,Masculino,Pardo
5314.15,21,Graduação,Masculino,Pardo
3368.74,44,Ensino Médio,Masculino,Negro
2981.19,43,Ensino Médio,Masculino,Branco
6914.23,18,Graduação,Masculino,Asiático
3250.82,18,Graduação,Masculino,Branco
6930.44,34,Graduação,Masculino,Branco
4851.72,54,Graduação,Feminino,Branco
4452.11,70,Ensino Médio,Feminino,Branco
8466.09,18,Graduação,Feminino,Branco
7073.28,59,Graduação,Feminino,Negro
2575.33,53,Ensino Médio,Feminino,Branco
12785.62,32,Doutorado,Feminino,Branco
7441.96,62,Graduação,Feminino,Pardo
13817.69,45,Mestrado,Feminino,Pardo
11358.91,37,Mestrado,Feminino,Pardo
4830.36,18,Pós-Graduação,Masculino,Indígena
1505.48,41,Ensino Médio,Feminino,Negro
3248.86,40,Ensino Médio,Masculino,Negro
9584.69,66,Pós-Graduação,Feminino,Branco
3284.09,28,Graduação,Feminino,Negro
5714.48,29,Graduação,Masculino,Branco
5139.75,33,Graduação,Feminino,Indígena
8324.31,70,Graduação,Masculino,Pardo
2413.58,26,Ensino Médio,Masculino,Branco
8274.22,55,Pós-Graduação,Feminino,Negro
3388.51,21,Graduação,Feminino,Indígena
5449.93,45,Graduação,Feminino,Negro
3065.88,41,Ensino Médio,Masculino,Branco
8225.83,31,Pós-Graduação,Feminino,Branco
3786.01,48,Ensino Médio,Feminino,Pardo
9568.79,30,Pós-Graduação,Masculino,Negro
13950.87,20,Pós-Graduação,Masculino,Branco
3158.78,36,Ensino Médio,Masculino,Branco
3084.29,28,Graduação,Feminino,Branco
8147.17,43,Graduação,Masculino,Branco
5812.32,36,Graduação,Masculino,Branco
5548.36,58,Graduação,Masculino,Branco
8213.64,36,Pós-Graduação,Masculino,Branco
6852.1,43,Mestrado,Masculino,Negro
1954.93,26,Ensino Fundamental,Masculino,Indígena
5553.03,34,Graduação,Feminino,Branco
6038.15,29,Graduação,Feminino,Branco
7848.51,54,Graduação,Masculino,Branco
8381.21,30,Pós-Graduação,Feminino,Branco
8575.3,32,Pós-Graduação,Masculino,Branco
3668.0,43,Ensino Médio,Masculino,Negro
4720.1,31,Graduação,Feminino,Branco
3649.81,56,Ensino Médio,Feminino,Branco
11508.19,63,Pós-Graduação,Feminino,Branco
15357.71,29,Doutorado,Masculino,Negro
16594.88,50,Doutorado,Masculino,Negro
3171.62,29,Ensino Médio,Masculino,Pardo
19514.13,35,Doutorado,Masculino,Branco
6843.43,48,Graduação,Feminino,Pardo
5690.61,41,Graduação,Masculino,Negro
3297.52,41,Graduação,Feminino,Indígena
11178.18,53,Pós-Graduação,Masculino,Branco
8987.48,53,Graduação,Masculino,Pardo
3056.24,40,Ensino Médio,Feminino,Negro
12949.48,32,Doutorado,Masculino,Pardo
10371.43,40,Mestrado,Feminino,Negro
1667.69,27,Ensino Fundamental,Feminino,Indígena
6866.26,49,Graduação,Feminino,Pardo
8104.66,37,Pós-Graduação,Feminino,Pardo
3849.85,26,Ensino Médio,Masculino,Asiático
10437.71,56,Mestrado,Feminino,Negro
8908.53,39,Graduação,Masculino,Branco
7665.1,31,Graduação,Feminino,Branco
14967.27,53,Mestrado,Feminino,Asiático
5775.27,55,Graduação,Feminino,Pardo
1632.29,18,Ensino Médio,Feminino,Branco
4105.03,53,Ensino Médio,Masculino,Negro
9302.39,41,Pós-Graduação,Feminino,Asiático
3214.08,51,Ensino Médio,Feminino,Negro
13076.26,39,Mestrado,Feminino,Negro
11874.09,44,Mestrado,Masculino,Pardo
3516.09,36,Ensino Médio,Masculino,Branco
10807.19,51,Pós-Graduação,Masculino,Negro
3621.84,31,Ensino Médio,Masculino,Branco
3711.74,52,Ensino Médio,Feminino,Asiático
2094.8,42,Ensino Fundamental,Masculino,Pardo
2868.48,49,Ensino Fundamental,Masculino,Branco
10098.03,27,Pós-Graduação,Feminino,Branco
6036.04,45,Graduação,Feminino,Branco
4465.35,46,Graduação,Feminino,Branco
5968.78,62,Graduação,Masculino,Negro
17456.37,48,Mestrado,Masculino,Branco
6634.33,32,Graduação,Masculino,Branco
3689.27,32,Graduação,Masculino,Branco
8583.42,49,Graduação,Feminino,Asiático
3911.69,33,Graduação,Feminino,Branco
7965.99,33,Graduação,Feminino,Branco
4597.34,29,Graduação,Masculino,Branco
3256.36,41,Ensino Médio,Feminino,Pardo
4682.79,42,Graduação,Feminino,Branco
10601.72,36,Doutorado,Masculino,Branco
5254.69,60,Ensino Médio,Feminino,Branco
3028.56,46,Graduação,Feminino,Pardo
9472.32,61,Pós-Graduação,Masculino,Branco
3507.66,41,Ensino Médio,Feminino,Pardo
17623.53,31,Doutorado,Masculino,Pardo
7001.47,28,Pós-Graduação,Feminino,Negro
8348.82,38,Pós-Graduação,Feminino,Branco
6091.71,49,Graduação,Feminino,Negro
4418.81,36,Ensino Médio,Feminino,Branco
12703.45,50,Mestrado,Masculino,Negro
7200.27,56,Graduação,Masculino,Branco
10259.86,30,Mestrado,Masculino,Branco
2242.01,26,Ensino Médio,Masculino,Branco
4818.82,51,Graduação,Masculino,Branco
8081.13,43,Graduação,Masculino,Branco
8393.13,43,Graduação,Feminino,Branco
7258.93,48,Graduação,Masculino,Pardo
2855.64,21,Ensino Médio,Feminino,Branco
7672.91,45,Pós-Graduação,Masculino,Branco
4854.73,42,Graduação,Feminino,Pardo
1792.21,45,Ensino Fundamental,Feminino,Branco
5902.73,28,Graduação,Masculino,Branco
6343.05,40,Graduação,Feminino,Branco
4785.4,34,Graduação,Feminino,Pardo
6969.32,52,Graduação,Masculino,Asiático
1539.74,38,Ensino Médio,Feminino,Pardo
8633.21,32,Pós-Graduação,Masculino,Branco
5318.69,28,Graduação,Feminino,Asiático
5727.96,50,Graduação,Masculino,Negro
17672.62,51,Doutorado,Masculino,Pardo
19248.4,63,Doutorado,Masculino,Negro
2634.9,36,Ensino Médio,Masculino,Branco
1695.72,27,Graduação,Feminino,Negro
5371.85,38,Graduação,Feminino,Pardo
4960.82,31,Graduação,Feminino,Branco
7193.88,32,Graduação,Feminino,Branco
4137.94,45,Ensino Fundamental,Feminino,Branco
5564.78,53,Graduação,Feminino,Branco
4960.16,44,Graduação,Feminino,Negro
9193.33,41,Mestrado,Masculino,Branco
8362.36,49,Graduação,Feminino,Branco
4419.45,37,Ensino Médio,Masculino,Branco
4664.86,57,Graduação,Masculino,Indígena
2693.3,70,Ensino Médio,Feminino,Branco
2452.15,32,Ensino Médio,Feminino,Negro
6623.2,54,Graduação,Feminino,Branco
3077.76,54,Ensino Médio,Masculino,Pardo
10985.38,46,Pós-Graduação,Feminino,Branco
8587.0,55,Graduação,Masculino,Pardo
11190.53,44,Mestrado,Feminino,Negro
2546.71,47,Ensino Médio,Feminino,Negro
4962.18,40,Graduação,Feminino,Asiático
11338.85,41,Mestrado,Masculino,Pardo
2603.96,47,Ensino Fundamental,Masculino,Indígena
6511.8,45,Graduação,Feminino,Asiático
6281.59,27,Graduação,Feminino,Pardo
5261.45,46,Graduação,Masculino,Negro
3191.88,37,Graduação,Feminino,Pardo
8961.83,33,Graduação,Feminino,Branco
5447.91,51,Graduação,Feminino,Asiático
6569.48,28,Graduação,Masculino,Branco
5668.86,36,Graduação,Feminino,Pardo
1549.19,27,Ensino Médio,Masculino,Pardo
7247.4,35,Pós-Graduação,Feminino,Negro
9718.5,68,Pós-Graduação,Masculino,Branco
2619.64,30,Ensino Médio,Feminino,Branco
3121.84,38,Ensino Fundamental,Masculino,Negro
7448.85,56,Graduação,Masculino,Pardo
6531.93,45,Graduação,Masculino,Negro
12849.98,38,Mestrado,Masculino,Branco
5944.26,31,Graduação,Feminino,Negro
4336.98,48,Ensino Médio,Masculino,Branco
2827.65,36,Graduação,Feminino,Pardo
13875.62,66,Doutorado,Feminino,Indígena
10127.14,36,Pós-Graduação,Masculino,Branco
10689.71,60,Pós-Graduação,Masculino,Asiático
14291.7,50,Doutorado,Feminino,Pardo
8778.06,50,Graduação,Masculino,Branco
11245.69,38,Mestrado,Feminino,Pardo
2496.44,34,Ensino Médio,Feminino,Branco
5575.89,36,Graduação,Masculino,Negro
9253.26,52,Pós-Graduação,Feminino,Branco
4316.01,46,Ensino Médio,Masculino,Branco
4440.0,18,Graduação,Feminino,Asiático
3117.73,24,Graduação,Feminino,Indígena
5859.74,38,Pós-Graduação,Feminino,Negro
2670.67,46,Ensino Médio,Masculino,Branco
4912.74,37,Graduação,Masculino,Branco
4295.4,33,Graduação,Feminino,Branco
4530.89,28,Graduação,Masculino,Negro
2903.1,50,Ensino Médio,Feminino,Branco
3069.0,41,Ensino Médio,Feminino,Negro
13575.45,60,Mestrado,Masculino,Branco
2158.04,24,Ensino Médio,Masculino,Asiático
5706.51,48,Graduação,Masculino,Pardo
4452.21,46,Ensino Médio,Masculino,Negro
6160.7,50,Graduação,Feminino,Negro
14907.02,49,Doutorado,Feminino,Branco
6086.79,33,Graduação,Masculino,Branco
1649.3,37,Graduação,Feminino,Branco
11137.28,41,Pós-Graduação,Masculino,Pardo
2733.04,27,Ensino Médio,Feminino,Pardo
4511.28,52,Graduação,Feminino,Pardo
5566.88,18,Pós-Graduação,Masculino,Negro
4959.16,26,Graduação,Masculino,Branco
10723.96,19,Pós-Graduação,Feminino,Branco
3958.22,53,Ensino Médio,Masculino,Branco
6390.93,42,Graduação,Feminino,Asiático
14893.46,33,Doutorado,Masculino,Pardo
8663.03,41,Graduação,Masculino,Branco
3941.73,43,Ensino Médio,Masculino,Branco
6943.89,25,Mestrado,Masculino,Branco
17807.86,41,Doutorado,Masculino,Branco
7615.82,56,Pós-Graduação,Masculino,Branco
4495.2,58,Ensino Médio,Feminino,Pardo
2337.24,50,Ensino Médio,Feminino,Branco
3803.94,43,Ensino Médio,Feminino,Pardo
7287.15,51,Graduação,Feminino,Branco
14582.94,48,Doutorado,Feminino,Asiático
3785.77,26,Graduação,Masculino,Negro
17591.28,29,Doutorado,Masculino,Branco
3806.73,47,Graduação,Feminino,Branco
2924.02,31,Ensino Médio,Feminino,Negro
2237.72,27,Ensino Médio,Feminino,Branco
6284.88,55,Graduação,Feminino,Branco
4209.55,40,Graduação,Feminino,Negro
9148.4,39,Pós-Graduação,Masculino,Pardo
4088.51,25,Graduação,Masculino,Branco
6840.83,34,Graduação,Masculino,Negro
8283.74,35,Pós-Graduação,Masculino,Pardo
4661.28,29,Graduação,Feminino,Indígena
1840.75,25,Ensino Médio,Feminino,Indígena
8848.93,60,Pós-Graduação,Feminino,Pardo
3651.18,56,Ensino Fundamental,Feminino,Pardo
6586.65,38,Graduação,Masculino,Branco
2417.17,24,Graduação,Feminino,Pardo
9374.25,19,Pós-Graduação,Feminino,Pardo
6173.45,34,Graduação,Feminino,Asiático
6097.14,18,Graduação,Feminino,Branco
5736.66,34,Graduação,Masculino,Pardo
3863.74,18,Graduação,Feminino,Negro
6646.25,38,Graduação,Feminino,Pardo
4077.16,42,Ensino Médio,Feminino,Branco
10048.9,37,Pós-Graduação,Masculino,Branco
8434.65,66,Graduação,Masculino,Pardo
2834.01,37,Ensino Médio,Masculino,Indígena
9617.94,60,Pós-Graduação,Masculino,Branco
13042.76,43,Pós-Graduação,Masculino,Branco
8187.19,64,Graduação,Feminino,Branco
6473.15,18,Graduação,Masculino,Branco
3571.96,27,Graduação,Masculino,Pardo
7168.54,36,Graduação,Masculino,Pardo
7091.75,59,Graduação,Feminino,Negro
9514.71,37,Pós-Graduação,Feminino,Pardo
5421.18,31,Graduação,Masculino,Branco
2316.58,47,Ensino Médio,Feminino,Negro
2197.05,50,Ensino Fundamental,Masculino,Pardo
3007.19,30,Ensino Médio,Masculino,Branco
8482.21,31,Pós-Graduação,Masculino,Branco
8531.86,60,Pós-Graduação,Feminino,Branco
2608.76,54,Ensino Fundamental,Feminino,Negro
3941.93,58,Graduação,Feminino,Branco
8314.45,51,Graduação,Feminino,Branco
7028.05,29,Mestrado,Masculino,Indígena
2547.85,39,Ensino Fundamental,Masculino,Branco
4615.58,27,Graduação,Feminino,Pardo
5556.79,51,Graduação,Masculino,Branco
4103.27,33,Ensino Médio,Masculino,Branco
6558.9,19,Pós-Graduação,Masculino,Branco
3652.94,41,Pós-Graduação,Feminino,Branco
4602.32,53,Ensino Médio,Masculino,Branco
10122.03,23,Pós-Graduação,Feminino,Branco
7633.34,38,Mestrado,Masculino,Pardo
2263.07,33,Ensino Médio,Masculino,Negro
7541.86,51,Graduação,Masculino,Branco
2255.24,18,Ensino Médio,Masculino,Branco
3890.79,53,Graduação,Feminino,Negro
2860.53,31,Ensino Médio,Masculino,Branco
8335.07,38,Pós-Graduação,Masculino,Pardo
3005.53,50,Ensino Fundamental,Masculino,Indígena
14952.5,57,Pós-Graduação,Masculino,Pardo
2823.06,40,Ensino Médio,Feminino,Negro
4799.44,31,Graduação,Feminino,Indígena
6124.48,33,Graduação,Feminino,Negro
6070.14,53,Graduação,Masculino,Branco
4425.38,29,Ensino Médio,Masculino,Pardo
20821.02,43,Doutorado,Masculino,Pardo
8237.53,40,Mestrado,Masculino,Negro
7095.64,49,Graduação,Masculino,Negro
5273.28,40,Graduação,Feminino,Branco
6600.68,34,Graduação,Feminino,Branco
4872.39,33,Graduação,Masculino,Branco
10997.1,33,Pós-Graduação,Masculino,Branco
5407.62,23,Graduação,Feminino,Pardo
2722.93,46,Graduação,Feminino,Pardo
16116.63,42,Mestrado,Masculino,Pardo
5653.94,22,Pós-Graduação,Masculino,Branco
14301.91,35,Mestrado,Masculino,Negro
9535.4,36,Pós-Graduação,Feminino,Branco
1971.84,32,Ensino Fundamental,Feminino,Branco
11649.97,38,Doutorado,Feminino,Indígena
4633.9,38,Graduação,Feminino,Negro
4284.5,50,Ensino Médio,Feminino,Branco
6705.96,39,Graduação,Feminino,Branco
5290.97,47,Graduação,Masculino,Branco
2279.57,23,Ensino Médio,Masculino,Negro
3831.35,27,Graduação,Feminino,Branco
3284.25,23,Graduação,Masculino,Pardo
4556.05,35,Ensino Médio,Masculino,Asiático
3785.39,40,Ensino Médio,Feminino,Asiático
10436.82,60,Pós-Graduação,Masculino,Pardo
2997.23,30,Graduação,Feminino,Branco
6336.36,50,Pós-Graduação,Feminino,Branco
4845.08,30,Graduação,Feminino,Indígena
2080.35,40,Graduação,Feminino,Branco
2432.94,38,Ensino Fundamental,Masculino,Branco
5143.1,28,Graduação,Feminino,Negro
5767.48,29,Graduação,Masculino,Negro
8858.77,59,Mestrado,Feminino,Pardo
8500.47,33,Graduação,Masculino,Branco
7312.73,51,Pós-Graduação,Feminino,Branco
4065.14,48,Ensino Médio,Masculino,Branco
4710.21,32,Pós-Graduação,Masculino,Negro
8093.74,39,Graduação,Masculino,Pardo
3031.89,41,Ensino Médio,Feminino,Pardo
12922.65,45,Mestrado,Masculino,Negro
5048.85,35,Graduação,Masculino,Negro
4347.41,21,Graduação,Feminino,Indígena
9904.62,31,Pós-Graduação,Feminino,Branco
10201.02,53,Doutorado,Masculino,Branco
10455.6,39,Pós-Graduação,Masculino,Pardo
1394.36,34,Ensino Fundamental,Feminino,Branco
4980.93,22,Graduação,Masculino,Indígena
3064.93,54,Ensino Fundamental,Masculino,Branco
4402.63,37,Graduação,Masculino,Negro
6598.26,53,Graduação,Feminino,Branco
3043.9,48,Ensino Médio,Masculino,Negro
9513.05,49,Mestrado,Masculino,Pardo
8232.96,59,Graduação,Feminino,Pardo
2664.74,41,Ensino Médio,Feminino,Indígena
3171.84,38,Ensino Médio,Masculino,Negro
4404.3,58,Ensino Médio,Feminino,Negro
4467.43,50,Graduação,Feminino,Indígena
6369.96,31,Pós-Graduação,Feminino,Branco
8973.0,52,Graduação,Masculino,Branco
5647.85,58,Graduação,Feminino,Pardo
